category,kcd7,kor_name,eng_name,kcd8
세세,S15.31,"내경정맥의 손상, 절단","Injury of internal jugular vein, cut",S15.3
세세,S15.32,"내경정맥의 손상, 열상","Injury of internal jugular vein, laceration",S15.3
세세,S15.36,"내경정맥의 손상, 외상성 파열","Injury of internal jugular vein, traumatic rupture",S15.3
세세,S15.38,"내경정맥의 손상, 기타 및 상세불명의 손상","Injury of internal jugular vein, other and unspecified injuries",S15.3
세세,S15.80,"목부위의 기타 혈관손상, 찢김","Injury of other blood vessels at neck level, avulsion",S15.8
세세,S15.81,"목부위의 기타 혈관손상, 절단","Injury of other blood vessels at neck level, cut",S15.8
세세,S15.82,"목부위의 기타 혈관손상, 열상","Injury of other blood vessels at neck level, laceration",S15.8
세세,S15.83,"목부위의 기타 혈관손상, 외상성 동맥류","Injury of other blood vessels at neck level, traumatic aneurysm",S15.8
세세,S15.84,"목부위의 기타 혈관손상, 외상성 (동정맥)누공","Injury of other blood vessels at neck level, traumatic fistula (arteriovenous)",S15.8
세세,S15.85,"목부위의 기타 혈관손상, 외상성 동맥혈종","Injury of other blood vessels at neck level, traumatic arterial haematoma",S15.8
세세,S15.86,"목부위의 기타 혈관손상, 외상성 파열","Injury of other blood vessels at neck level, traumatic rupture",S15.8
세세,S15.88,"목부위의 기타 혈관손상, 기타 및 상세불명의 손상","Injury of other blood vessels at neck level, other and unspecified injuries",S15.8
세세,S15.90,"목부위의 상세불명 혈관손상, 찢김","Injury of unspecified blood vessels at neck level, avulsion",S15.9
세세,S15.91,"목부위의 상세불명 혈관손상, 절단","Injury of unspecified blood vessels at neck level, cut",S15.9
세세,S15.92,"목부위의 상세불명 혈관손상, 열상","Injury of unspecified blood vessels at neck level, laceration",S15.9
세세,S15.93,"목부위의 상세불명 혈관손상, 외상성 동맥류","Injury of unspecified blood vessels at neck level, traumatic aneurysm",S15.9
세세,S15.94,"목부위의 상세불명 혈관손상, 외상성 (동정맥)누공","Injury of unspecified blood vessels at neck level, traumatic fistula (arteriovenous)",S15.9
세세,S15.95,"목부위의 상세불명 혈관손상, 외상성 동맥혈종","Injury of unspecified blood vessels at neck level, traumatic arterial haematoma",S15.9
세세,S15.96,"목부위의 상세불명 혈관손상, 외상성 파열","Injury of unspecified blood vessels at neck level, traumatic rupture",S15.9
세세,S15.98,"목부위의 상세불명 혈관손상, 기타 및 상세불명의 손상","Injury of unspecified blood vessels at neck level, other and unspecified injuries",S15.9
세세,S20.10,"유방의 기타 및 상세불명의 표재성 손상, 박리, 찰과상","Other and unspecified superficial injuries of breast, abrasion",S20.1
세세,S20.11,"유방의 기타 및 상세불명의 표재성 손상, 수포","Other and unspecified superficial injuries of breast, blister",S20.1
세세,S20.12,"유방의 기타 및 상세불명의 표재성 손상, 곤충물림(비독액성)","Other and unspecified superficial injuries of breast, insect bite (nonvenomous)",S20.1
세세,S20.13,"유방의 기타 및 상세불명의 표재성 손상, 표재성 이물(파편)","Other and unspecified superficial injuries of breast, superficial foreign body (splinter)",S20.1
세세,S20.18,"유방의 기타 및 상세불명의 표재성 손상, 기타 손상","Other and unspecified superficial injuries of breast, other injury",S20.1
세세,S20.19,"유방의 기타 및 상세불명의 표재성 손상, 상세불명의 손상","Other and unspecified superficial injuries of breast, unspecified injury",S20.1
세세,S20.20,흉곽전벽의 타박상,Contusion of front wall of thorax,S20.2
세세,S20.21,흉곽후벽의 타박상,Contusion of back wall of thorax,S20.2
세세,S20.30,"흉곽전벽의 기타 표재성 손상, 박리, 찰과상","Other superficial injuries of front wall of thorax, abrasion",S20.3
세세,S20.31,"흉곽전벽의 기타 표재성 손상, 수포","Other superficial injuries of front wall of thorax, blister",S20.3
세세,S20.32,"흉곽전벽의 기타 표재성 손상, 곤충물림(비독액성)","Other superficial injuries of front wall of thorax, insect bite (nonvenomous)",S20.3
세세,S20.33,"흉곽전벽의 기타 표재성 손상, 표재성 이물(파편)","Other superficial injuries of front wall of thorax, superficial foreign body (splinter)",S20.3
세세,S20.38,"흉곽전벽의 기타 표재성 손상, 기타 손상","Other superficial injuries of front wall of thorax, other injury",S20.3
세세,S20.39,"흉곽전벽의 기타 표재성 손상, 상세불명의 손상","Other superficial injuries of front wall of thorax, unspecified injury",S20.3
세세,S20.40,"흉곽후벽의 기타 표재성 손상, 박리, 찰과상","Other superficial injuries of back wall of thorax, abrasion",S20.4
세세,S20.41,"흉곽후벽의 기타 표재성 손상, 수포","Other superficial injuries of back wall of thorax, blister",S20.4
세세,S20.42,"흉곽후벽의 기타 표재성 손상, 곤충물림(비독액성)","Other superficial injuries of back wall of thorax, insect bite (nonvenomous)",S20.4
세세,S20.43,"흉곽후벽의 기타 표재성 손상, 표재성 이물(파편)","Other superficial injuries of back wall of thorax, superficial foreign body (splinter)",S20.4
세세,S20.48,"흉곽후벽의 기타 표재성 손상, 기타 손상","Other superficial injuries of back wall of thorax, other injury",S20.4
세세,S20.49,"흉곽후벽의 기타 표재성 손상, 상세불명의 손상","Other superficial injuries of back wall of thorax, unspecified injury",S20.4
세세,S20.80,"흉부의 기타 및 상세불명 부분의 표재성 손상, 박리, 찰과상","Superficial injury of other and unspecified parts of thorax, abrasion",S20.8
세세,S20.81,"흉부의 기타 및 상세불명 부분의 표재성 손상, 수포","Superficial injury of other and unspecified parts of thorax, blister",S20.8
세세,S20.82,"흉부의 기타 및 상세불명 부분의 표재성 손상, 곤충물림(비독액성)","Superficial injury of other and unspecified parts of thorax, insect bite (nonvenomous)",S20.8
세세,S20.83,"흉부의 기타 및 상세불명 부분의 표재성 손상, 표재성 이물(파편)","Superficial injury of other and unspecified parts of thorax, superficial foreign body (splinter)",S20.8
세세,S20.88,"흉부의 기타 및 상세불명 부분의 표재성 손상, 기타 손상","Superficial injury of other and unspecified parts of thorax, other injury",S20.8
세세,S20.89,"흉부의 기타 및 상세불명 부분의 표재성 손상, 상세불명의 손상","Superficial injury of other and unspecified parts of thorax, unspecified injury",S20.8
세세,S22.43,두 개의 늑골을 침범한 다발골절,Multiple fracture of involving two ribs,S22.49
세세세,S22.430,"두 개의 늑골을 침범한 다발골절, 폐쇄성","Multiple fracture of involving two ribs, closed",S22.490
세세세,S22.431,"두 개의 늑골을 침범한 다발골절, 개방성","Multiple fracture of involving two ribs, open",S22.491
세세,S22.44,세 개의 늑골을 침범한 다발골절,Multiple fracture of involving three ribs,S22.49
세세세,S22.440,"세 개의 늑골을 침범한 다발골절, 폐쇄성","Multiple fracture of involving three ribs, closed",S22.490
세세세,S22.441,"세 개의 늑골을 침범한 다발골절, 개방성","Multiple fracture of involving three ribs, open",S22.491
세세,S22.45,네 개 또는 그 이상의 늑골을 침범한 다발골절,Multiple fracture of involving four or more ribs,S22.49
세세세,S22.450,"네 개 또는 그 이상의 늑골을 침범한 다발골절, 폐쇄성","Multiple fracture of involving four or more ribs, closed",S22.490
세세세,S22.451,"네 개 또는 그 이상의 늑골을 침범한 다발골절, 개방성","Multiple fracture of involving four or more ribs, open",S22.491
세세,S23.16,T12/L1 흉요추의 탈구,Dislocation of T12/L1 thoracolumbar vertebra,T03.8
세세,S25.00,"흉부대동맥의 손상, 찢김","Injury of thoracic aorta, avulsion",S25.0
세세,S25.01,"흉부대동맥의 손상, 절단","Injury of thoracic aorta, cut",S25.0
세세,S25.02,"흉부대동맥의 손상, 열상","Injury of thoracic aorta, laceration",S25.0
세세,S25.03,"흉부대동맥의 손상, 외상성 동맥류","Injury of thoracic aorta, traumatic aneurysm",S25.0
세세,S25.04,"흉부대동맥의 손상, 외상성 (동정맥)누공","Injury of thoracic aorta, traumatic fistula (arteriovenous)",S25.0
세세,S25.05,"흉부대동맥의 손상, 외상성 동맥혈종","Injury of thoracic aorta, traumatic arterial haematoma",S25.0
세세,S25.06,"흉부대동맥의 손상, 외상성 파열","Injury of thoracic aorta, traumatic rupture",S25.0
세세,S25.08,"흉부대동맥의 손상, 기타 및 상세불명의 손상","Injury of thoracic aorta, other and unspecified injuries",S25.0
세세,S25.10,"무명동맥 또는 쇄골하동맥의 손상, 찢김","Injury of innominate or subclavian artery, avulsion",S25.1
세세,S25.11,"무명동맥 또는 쇄골하동맥의 손상, 절단","Injury of innominate or subclavian artery, cut",S25.1
세세,S25.12,"무명동맥 또는 쇄골하동맥의 손상, 열상","Injury of innominate or subclavian artery, laceration",S25.1
세세,S25.13,"무명동맥 또는 쇄골하동맥의 손상, 외상성 동맥류","Injury of innominate or subclavian artery, traumatic aneurysm",S25.1
세세,S25.14,"무명동맥 또는 쇄골하동맥의 손상, 외상성 (동정맥)누공","Injury of innominate or subclavian artery, traumatic fistula (arteriovenous)",S25.1
세세,S25.15,"무명동맥 또는 쇄골하동맥의 손상, 외상성 동맥혈종","Injury of innominate or subclavian artery, traumatic arterial haematoma",S25.1
세세,S25.16,"무명동맥 또는 쇄골하동맥의 손상, 외상성 파열","Injury of innominate or subclavian artery, traumatic rupture",S25.1
세세,S25.18,"무명동맥 또는 쇄골하동맥의 손상, 기타 및 상세불명의 손상","Injury of innominate or subclavian artery, other and unspecified injuries",S25.1
세세,S25.20,"상대정맥의 손상, 찢김","Injury of superior vena cava, avulsion",S25.2
세세,S25.21,"상대정맥의 손상, 절단","Injury of superior vena cava, cut",S25.2
세세,S25.22,"상대정맥의 손상, 열상","Injury of superior vena cava, laceration",S25.2
세세,S25.24,"상대정맥의 손상, 외상성 (동정맥)누공","Injury of superior vena cava, traumatic fistula (arteriovenous)",S25.2
세세,S25.26,"상대정맥의 손상, 외상성 파열","Injury of superior vena cava, traumatic rupture",S25.2
세세,S25.28,"상대정맥의 손상, 기타 및 상세불명의 손상","Injury of superior vena cava, other and unspecified injuries",S25.2
세세,S25.30,"무명정맥 또는 쇄골하정맥의 손상, 찢김","Injury of innominate or subclavian vein, avulsion",S25.3
세세,S25.31,"무명정맥 또는 쇄골하정맥의 손상, 절단","Injury of innominate or subclavian vein, cut",S25.3
세세,S25.32,"무명정맥 또는 쇄골하정맥의 손상, 열상","Injury of innominate or subclavian vein, laceration",S25.3
세세,S25.34,"무명정맥 또는 쇄골하정맥의 손상, 외상성 (동정맥)누공","Injury of innominate or subclavian vein, traumatic fistula (arteriovenous)",S25.3
세세,S25.36,"무명정맥 또는 쇄골하정맥의 손상, 외상성 파열","Injury of innominate or subclavian vein, traumatic rupture",S25.3
세세,S25.38,"무명정맥 또는 쇄골하정맥의 손상, 기타 및 상세불명의 손상","Injury of innominate or subclavian vein, other and unspecified injuries",S25.3
세세,S25.40,"폐혈관의 손상, 찢김","Injury of pulmonary blood vessels, avulsion",S25.4
세세,S25.41,"폐혈관의 손상, 절단","Injury of pulmonary blood vessels, cut",S25.4
세세,S25.42,"폐혈관의 손상, 열상","Injury of pulmonary blood vessels, laceration",S25.4
세세,S25.43,"폐혈관의 손상, 외상성 동맥류","Injury of pulmonary blood vessels, traumatic aneurysm",S25.4
세세,S25.44,"폐혈관의 손상, 외상성 (동정맥)누공","Injury of pulmonary blood vessels, traumatic fistula (arteriovenous)",S25.4
세세,S25.45,"폐혈관의 손상, 외상성 동맥혈종","Injury of pulmonary blood vessels, traumatic arterial haematoma",S25.4
세세,S25.46,"폐혈관의 손상, 외상성 파열","Injury of pulmonary blood vessels, traumatic rupture",S25.4
세세,S25.48,"폐혈관의 손상, 기타 및 상세불명의 손상","Injury of pulmonary blood vessels, other and unspecified injuries",S25.4
세세,S25.50,"늑간혈관의 손상, 찢김","Injury of intercostal blood vessels, avulsion",S25.5
세세,S25.51,"늑간혈관의 손상, 절단","Injury of intercostal blood vessels, cut",S25.5
세세,S25.52,"늑간혈관의 손상, 열상","Injury of intercostal blood vessels, laceration",S25.5
세세,S25.53,"늑간혈관의 손상, 외상성 동맥류","Injury of intercostal blood vessels, traumatic aneurysm",S25.5
세세,S25.54,"늑간혈관의 손상, 외상성 (동정맥)누공","Injury of intercostal blood vessels, traumatic fistula (arteriovenous)",S25.5
세세,S25.55,"늑간혈관의 손상, 외상성 동맥혈종","Injury of intercostal blood vessels, traumatic arterial haematoma",S25.5
세세,S25.56,"늑간혈관의 손상, 외상성 파열","Injury of intercostal blood vessels, traumatic rupture",S25.5
세세,S25.58,"늑간혈관의 손상, 기타 및 상세불명의 손상","Injury of intercostal blood vessels, other and unspecified injuries",S25.5
세세,S25.80,"흉부의 기타 혈관손상, 찢김","Injury of other blood vessels of thorax, avulsion",S25.8
세세세,S25.800,"홑정맥의 손상, 찢김","Injury of azygos vein, avulsion",S25.8
세세세,S25.801,"유방동맥의 손상, 찢김","Injury of mammary artery, avulsion",S25.8
세세세,S25.802,"유방정맥의 손상, 찢김","Injury of mammary vein, avulsion",S25.8
세세세,S25.803,"내흉동맥의 손상, 찢김","Injury of internal thoracic artery, avulsion",S25.8
세세세,S25.808,"흉부의 기타 혈관의 손상, 찢김","Injury of other blood vessel of thorax, avulsion",S25.8
세세,S25.81,"흉부의 기타 혈관손상, 절단","Injury of other blood vessels of thorax, cut",S25.8
세세세,S25.810,"홑정맥의 손상, 절단","Injury of azygos vein, cut",S25.8
세세세,S25.811,"유방동맥의 손상, 절단","Injury of mammary artery, cut",S25.8
세세세,S25.812,"유방정맥의 손상, 절단","Injury of mammary vein, cut",S25.8
세세세,S25.813,"내흉동맥의 손상, 절단","Injury of internal thoracic artery, cut",S25.8
세세세,S25.818,"흉부의 기타 혈관의 손상, 절단","Injury of other blood vessel of thorax, cut",S25.8
세세,S25.82,"흉부의 기타 혈관손상, 열상","Injury of other blood vessels of thorax, laceration",S25.8
세세세,S25.820,"홑정맥의 손상, 열상","Injury of azygos vein, laceration",S25.8
세세세,S25.821,"유방동맥의 손상, 열상","Injury of mammary artery, laceration",S25.8
세세세,S25.822,"유방정맥의 손상, 열상","Injury of mammary vein, laceration",S25.8
세세세,S25.823,"내흉동맥의 손상, 열상","Injury of internal thoracic artery, laceration",S25.8
세세세,S25.828,"흉부의 기타 혈관의 손상, 열상","Injury of other blood vessel of thorax, laceration",S25.8
세세,S25.83,"흉부의 기타 혈관손상, 외상성 동맥류","Injury of other blood vessels of thorax, traumatic aneurysm",S25.8
세세세,S25.831,"유방동맥의 손상, 외상성 동맥류","Injury of mammary artery, traumatic aneurysm",S25.8
세세세,S25.833,"내흉동맥의 손상, 외상성 동맥류","Injury of internal thoracic artery, traumatic aneurysm",S25.8
세세세,S25.838,"흉부의 기타 혈관의 손상, 외상성 동맥류","Injury of other blood vessel of thorax, traumatic aneurysm",S25.8
세세,S25.84,"흉부의 기타 혈관손상, 외상성 (동정맥)누공","Injury of other blood vessels of thorax, traumatic fistula (arteriovenous)",S25.8
세세세,S25.840,"홑정맥의 손상, 외상성 (동정맥)누공","Injury of azygos vein, traumatic fistula (arteriovenous)",S25.8
세세세,S25.841,"유방동맥의 손상, 외상성 (동정맥)누공","Injury of mammary artery, traumatic fistula (arteriovenous)",S25.8
세세세,S25.842,"유방정맥의 손상, 외상성 (동정맥)누공","Injury of mammary vein, traumatic fistula (arteriovenous)",S25.8
세세세,S25.843,"내흉동맥의 손상, 외상성 (동정맥)누공","Injury of internal thoracic artery, traumatic fistula (arteriovenous)",S25.8
세세세,S25.848,"흉부의 기타 혈관의 손상, 외상성 (동정맥)누공","Injury of other blood vessel of thorax, traumatic fistula (arteriovenous)",S25.8
세세,S25.85,"흉부의 기타 혈관손상, 외상성 동맥혈종","Injury of other blood vessels of thorax, traumatic arterial haematoma",S25.8
세세세,S25.851,"유방동맥의 손상, 외상성 동맥혈종","Injury of mammary artery, traumatic arterial haematoma",S25.8
세세세,S25.853,"내흉동맥의 손상, 외상성 동맥혈종","Injury of internal thoracic artery, traumatic arterial haematoma",S25.8
세세세,S25.858,"흉부의 기타 혈관의 손상, 외상성 동맥혈종","Injury of other blood vessel of thorax, traumatic arterial haematoma",S25.8
세세,S25.86,"흉부의 기타 혈관손상, 외상성 파열","Injury of other blood vessels of thorax, traumatic rupture",S25.8
세세세,S25.860,"홑정맥의 손상, 외상성 파열","Injury of azygos vein, traumatic rupture",S25.8
세세세,S25.861,"유방동맥의 손상, 외상성 파열","Injury of mammary artery, traumatic rupture",S25.8
세세세,S25.862,"유방정맥의 손상, 외상성 파열","Injury of mammary vein, traumatic rupture",S25.8
세세세,S25.863,"내흉동맥의 손상, 외상성 파열","Injury of internal thoracic artery, traumatic rupture",S25.8
세세세,S25.868,"흉부의 기타 혈관의 손상, 외상성 파열","Injury of other blood vessel of thorax, traumatic rupture",S25.8
세세,S25.88,"흉부의 기타 혈관손상, 기타 및 상세불명의 손상","Injury of other blood vessels of thorax, other and unspecified injuries",S25.8
세세세,S25.880,"홑정맥의 손상, 기타 및 상세불명의 손상","Injury of azygos vein, other and unspecified injuries",S25.8
세세세,S25.881,"유방동맥의 손상, 기타 및 상세불명의 손상","Injury of mammary artery, other and unspecified injuries",S25.8
세세세,S25.882,"유방정맥의 손상, 기타 및 상세불명의 손상","Injury of mammary vein, other and unspecified injuries",S25.8
세세세,S25.883,"내흉동맥의 손상, 기타 및 상세불명의 손상","Injury of internal thoracic artery, other and unspecified injuries",S25.8
세세세,S25.888,"흉부의 기타 혈관의 손상, 기타 및 상세불명의 손상","Injury of other blood vessel of thorax, Injury of other and unspecified injuries",S25.8
세세,S25.90,"흉부의 상세불명 혈관손상, 찢김","Injury of unspecified blood vessel of thorax, avulsion",S25.9
세세,S25.91,"흉부의 상세불명 혈관손상, 절단","Injury of unspecified blood vessel of thorax, cut",S25.9
세세,S25.92,"흉부의 상세불명 혈관손상, 열상","Injury of unspecified blood vessel of thorax, laceration",S25.9
세세,S25.93,"흉부의 상세불명 혈관손상, 외상성 동맥류","Injury of unspecified blood vessel of thorax, traumatic aneurysm",S25.9
세세,S25.94,"흉부의 상세불명 혈관손상, 외상성 (동정맥)누공","Injury of unspecified blood vessel of thorax, traumatic fistula (arteriovenous)",S25.9
세세,S25.95,"흉부의 상세불명 혈관손상, 외상성 동맥혈종","Injury of unspecified blood vessel of thorax, traumatic arterial haematoma",S25.9
세세,S25.96,"흉부의 상세불명 혈관손상, 외상성 파열","Injury of unspecified blood vessel of thorax, traumatic rupture",S25.9
세세,S25.98,"흉부의 상세불명 혈관손상, 기타 및 상세불명의 손상","Injury of unspecified blood vessel of thorax, other and unspecified injuries",S25.9
세세세,S26.000,"흉강내로의 열린상처가 없는 혈심낭을 동반한 심장손상, 폭풍손상","Injury of heart with haemopericardium without open wound into thoracic cavity, blast injuries",S26.00
세세세,S26.001,"흉강내로의 열린상처가 없는 혈심낭을 동반한 심장손상, 타박상","Injury of heart with haemopericardium without open wound into thoracic cavity, bruise",S26.00
세세세,S26.002,"흉강내로의 열린상처가 없는 혈심낭을 동반한 심장손상, 진탕손상","Injury of heart with haemopericardium without open wound into thoracic cavity, concussion injuries",S26.00
세세세,S26.003,"흉강내로의 열린상처가 없는 혈심낭을 동반한 심장손상, 으깸","Injury of heart with haemopericardium without open wound into thoracic cavity, crushing",S26.00
세세세,S26.004,"흉강내로의 열린상처가 없는 혈심낭을 동반한 심장손상, 열상","Injury of heart with haemopericardium without open wound into thoracic cavity, laceration",S26.00
세세세,S26.005,"흉강내로의 열린상처가 없는 혈심낭을 동반한 심장손상, 외상성 혈종","Injury of heart with haemopericardium without open wound into thoracic cavity, traumatic haematoma",S26.00
세세세,S26.006,"흉강내로의 열린상처가 없는 혈심낭을 동반한 심장손상, 외상성 천자","Injury of heart with haemopericardium without open wound into thoracic cavity, traumatic puncture",S26.00
세세세,S26.007,"흉강내로의 열린상처가 없는 혈심낭을 동반한 심장손상, 외상성 파열","Injury of heart with haemopericardium without open wound into thoracic cavity, traumatic rupture",S26.00
세세세,S26.008,"흉강내로의 열린상처가 없는 혈심낭을 동반한 심장손상, 외상성 찢김","Injury of heart with haemopericardium without open wound into thoracic cavity, traumatic tear",S26.00
세세세,S26.009,"흉강내로의 열린상처가 없는 혈심낭을 동반한 심장손상, 기타 및 상세불명의 손상","Injury of heart with haemopericardium without open wound into thoracic cavity, other and unspecified injuries",S26.00
세세세,S26.010,"흉강내로의 열린상처가 있는 혈심낭을 동반한 심장손상, 폭풍손상","Injury of heart with haemopericardium with open wound into thoracic cavity, blast injuries",S26.01
세세세,S26.011,"흉강내로의 열린상처가 있는 혈심낭을 동반한 심장손상, 타박상","Injury of heart with haemopericardium with open wound into thoracic cavity, bruise",S26.01
세세세,S26.012,"흉강내로의 열린상처가 있는 혈심낭을 동반한 심장손상, 진탕손상","Injury of heart with haemopericardium with open wound into thoracic cavity, concussion injuries",S26.01
세세세,S26.013,"흉강내로의 열린상처가 있는 혈심낭을 동반한 심장손상, 으깸","Injury of heart with haemopericardium with open wound into thoracic cavity, crushing",S26.01
세세세,S26.014,"흉강내로의 열린상처가 있는 혈심낭을 동반한 심장손상, 열상","Injury of heart with haemopericardium with open wound into thoracic cavity, laceration",S26.01
세세세,S26.015,"흉강내로의 열린상처가 있는 혈심낭을 동반한 심장손상, 외상성 혈종","Injury of heart with haemopericardium with open wound into thoracic cavity, traumatic haematoma",S26.01
세세세,S26.016,"흉강내로의 열린상처가 있는 혈심낭을 동반한 심장손상, 외상성 천자","Injury of heart with haemopericardium with open wound into thoracic cavity, traumatic puncture",S26.01
세세세,S26.017,"흉강내로의 열린상처가 있는 혈심낭을 동반한 심장손상, 외상성 파열","Injury of heart with haemopericardium with open wound into thoracic cavity, traumatic rupture",S26.01
세세세,S26.018,"흉강내로의 열린상처가 있는 혈심낭을 동반한 심장손상, 외상성 찢김","Injury of heart with haemopericardium with open wound into thoracic cavity, traumatic tear",S26.01
세세세,S26.019,"흉강내로의 열린상처가 있는 혈심낭을 동반한 심장손상, 기타 및 상세불명의 손상","Injury of heart with haemopericardium with open wound into thoracic cavity, other and unspecified injuries",S26.01
세세세,S26.800,"흉강내로의 열린상처가 없는 심장의 기타 손상, 폭풍손상","Other injuries of heart without open wound into thoracic cavity, blast injuries",S26.80
세세세,S26.801,"흉강내로의 열린상처가 없는 심장의 기타 손상, 타박상","Other injuries of heart without open wound into thoracic cavity, bruise",S26.80
세세세,S26.802,"흉강내로의 열린상처가 없는 심장의 기타 손상, 진탕손상","Other injuries of heart without open wound into thoracic cavity, concussion injuries",S26.80
세세세,S26.803,"흉강내로의 열린상처가 없는 심장의 기타 손상, 으깸","Other injuries of heart without open wound into thoracic cavity, crushing",S26.80
세세세,S26.804,"흉강내로의 열린상처가 없는 심장의 기타 손상, 열상","Other injuries of heart without open wound into thoracic cavity, laceration",S26.80
세세세,S26.805,"흉강내로의 열린상처가 없는 심장의 기타 손상, 외상성 혈종","Other injuries of heart without open wound into thoracic cavity, traumatic haematoma",S26.80
세세세,S26.806,"흉강내로의 열린상처가 없는 심장의 기타 손상, 외상성 천자","Other injuries of heart without open wound into thoracic cavity, traumatic puncture",S26.80
세세세,S26.807,"흉강내로의 열린상처가 없는 심장의 기타 손상, 외상성 파열","Other injuries of heart without open wound into thoracic cavity, traumatic rupture",S26.80
세세세,S26.808,"흉강내로의 열린상처가 없는 심장의 기타 손상, 외상성 찢김","Other injuries of heart without open wound into thoracic cavity, traumatic tear",S26.80
세세세,S26.809,"흉강내로의 열린상처가 없는 심장의 기타 손상, 기타 및 상세불명의 손상","Other injuries of heart without open wound into thoracic cavity, other and unspecified injuries",S26.80
세세세,S26.810,"흉강내로의 열린상처가 있는 심장의 기타 손상, 폭풍손상","Other injuries of heart with open wound into thoracic cavity, blast injuries",S26.81
세세세,S26.811,"흉강내로의 열린상처가 있는 심장의 기타 손상, 타박상","Other injuries of heart with open wound into thoracic cavity, bruise",S26.81
세세세,S26.812,"흉강내로의 열린상처가 있는 심장의 기타 손상, 진탕손상","Other injuries of heart with open wound into thoracic cavity, concussion injuries",S26.81
세세세,S26.813,"흉강내로의 열린상처가 있는 심장의 기타 손상, 으깸","Other injuries of heart with open wound into thoracic cavity, crushing",S26.81
세세세,S26.814,"흉강내로의 열린상처가 있는 심장의 기타 손상, 열상","Other injuries of heart with open wound into thoracic cavity, laceration",S26.81
세세세,S26.815,"흉강내로의 열린상처가 있는 심장의 기타 손상, 외상성 혈종","Other injuries of heart with open wound into thoracic cavity, traumatic haematoma",S26.81
세세세,S26.816,"흉강내로의 열린상처가 있는 심장의 기타 손상, 외상성 천자","Other injuries of heart with open wound into thoracic cavity, traumatic puncture",S26.81
세세세,S26.817,"흉강내로의 열린상처가 있는 심장의 기타 손상, 외상성 파열","Other injuries of heart with open wound into thoracic cavity, traumatic rupture",S26.81
세세세,S26.818,"흉강내로의 열린상처가 있는 심장의 기타 손상, 외상성 찢김","Other injuries of heart with open wound into thoracic cavity, traumatic tear",S26.81
세세세,S26.819,"흉강내로의 열린상처가 있는 심장의 기타 손상, 기타 및 상세불명의 손상","Other injuries of heart with open wound into thoracic cavity, other and unspecified injuries",S26.81
세세세,S26.900,"흉강내로의 열린상처가 없는 심장의 상세불명 손상, 폭풍손상","Injury of heart without open wound into thoracic cavity, unspecified, blast injuries",S26.90
세세세,S26.901,"흉강내로의 열린상처가 없는 심장의 상세불명 손상, 타박상","Injury of heart without open wound into thoracic cavity, unspecified, bruise",S26.90
세세세,S26.902,"흉강내로의 열린상처가 없는 심장의 상세불명 손상, 진탕손상","Injury of heart without open wound into thoracic cavity, unspecified, concussion injuries",S26.90
세세세,S26.903,"흉강내로의 열린상처가 없는 심장의 상세불명 손상, 으깸","Injury of heart without open wound into thoracic cavity, unspecified, crushing",S26.90
세세세,S26.904,"흉강내로의 열린상처가 없는 심장의 상세불명 손상, 열상","Injury of heart without open wound into thoracic cavity, unspecified, laceration",S26.90
세세세,S26.905,"흉강내로의 열린상처가 없는 심장의 상세불명 손상, 외상성 혈종","Injury of heart without open wound into thoracic cavity, unspecified, traumatic haematoma",S26.90
세세세,S26.906,"흉강내로의 열린상처가 없는 심장의 상세불명 손상, 외상성 천자","Injury of heart without open wound into thoracic cavity, unspecified, traumatic puncture",S26.90
세세세,S26.907,"흉강내로의 열린상처가 없는 심장의 상세불명 손상, 외상성 파열","Injury of heart without open wound into thoracic cavity, unspecified, traumatic rupture",S26.90
세세세,S26.908,"흉강내로의 열린상처가 없는 심장의 상세불명 손상, 외상성 찢김","Injury of heart without open wound into thoracic cavity, unspecified, traumatic tear",S26.90
세세세,S26.909,"흉강내로의 열린상처가 없는 심장의 상세불명 손상, 기타 및 상세불명의 손상","Injury of heart without open wound into thoracic cavity, unspecified, other and unspecified injuries",S26.90
세세세,S26.910,"흉강내로의 열린상처가 있는 심장의 상세불명 손상, 폭풍손상","Injury of heart with open wound into thoracic cavity, unspecified, blast injuries",S26.91
세세세,S26.911,"흉강내로의 열린상처가 있는 심장의 상세불명 손상, 타박상","Injury of heart with open wound into thoracic cavity, unspecified, bruise",S26.91
세세세,S26.912,"흉강내로의 열린상처가 있는 심장의 상세불명 손상, 진탕손상","Injury of heart with open wound into thoracic cavity, unspecified, concussion injuries",S26.91
세세세,S26.913,"흉강내로의 열린상처가 있는 심장의 상세불명 손상, 으깸","Injury of heart with open wound into thoracic cavity, unspecified, crushing",S26.91
세세세,S26.914,"흉강내로의 열린상처가 있는 심장의 상세불명 손상, 열상","Injury of heart with open wound into thoracic cavity, unspecified, laceration",S26.91
세세세,S26.915,"흉강내로의 열린상처가 있는 심장의 상세불명 손상, 외상성 혈종","Injury of heart with open wound into thoracic cavity, unspecified, traumatic haematoma",S26.91
세세세,S26.916,"흉강내로의 열린상처가 있는 심장의 상세불명 손상, 외상성 천자","Injury of heart with open wound into thoracic cavity, unspecified, traumatic puncture",S26.91
세세세,S26.917,"흉강내로의 열린상처가 있는 심장의 상세불명 손상, 외상성 파열","Injury of heart with open wound into thoracic cavity, unspecified, traumatic rupture",S26.91
세세세,S26.918,"흉강내로의 열린상처가 있는 심장의 상세불명 손상, 외상성 찢김","Injury of heart with open wound into thoracic cavity, unspecified, traumatic tear",S26.91
